m,k,n,time,GFLOPS
8000,8000,8000,0.737667,1388.161065
8000,8000,8000,0.739038,1385.584229
8000,8000,8000,0.753470,1359.045156
9000,9000,9000,1.051964,1385.978952
9000,9000,9000,1.043002,1397.888247
9000,9000,9000,1.037059,1405.898249
9000,9000,9000,1.039002,1403.270085
9000,9000,9000,1.044207,1396.275050
9000,9000,9000,1.039297,1402.871187
9000,9000,9000,1.048968,1389.938033
9000,9000,9000,1.052494,1385.281046
9000,9000,9000,1.061222,1373.888298
9000,9000,9000,1.052049,1385.867590
10000,10000,10000,1.457318,1372.383815
10000,10000,10000,1.441655,1387.294173
10000,10000,10000,1.455459,1374.137032
10000,10000,10000,1.453450,1376.036785
10000,10000,10000,1.430044,1398.558280
10000,10000,10000,1.439555,1389.318633
10000,10000,10000,1.451295,1378.079884
10000,10000,10000,1.430848,1397.772629
10000,10000,10000,1.440067,1388.824171
10000,10000,10000,1.458578,1371.198866
11000,11000,11000,1.894117,1405.404123
11000,11000,11000,1.887620,1410.241663
11000,11000,11000,1.905102,1397.300147
11000,11000,11000,1.912054,1392.220407
11000,11000,11000,1.896096,1403.936993
11000,11000,11000,1.905691,1396.868387
11000,11000,11000,1.900389,1400.766082
11000,11000,11000,1.885951,1411.489594
11000,11000,11000,1.877058,1418.177058
11000,11000,11000,1.917782,1388.061654
12000,12000,12000,2.448526,1411.461287
12000,12000,12000,2.455494,1407.455983
12000,12000,12000,2.453051,1408.857659
12000,12000,12000,2.486265,1390.036588
12000,12000,12000,2.458361,1405.814618
12000,12000,12000,2.457740,1406.169800
12000,12000,12000,2.465296,1401.860243
12000,12000,12000,2.450421,1410.369886
12000,12000,12000,2.457248,1406.451625
12000,12000,12000,2.468569,1400.001242
13000,13000,13000,3.145951,1396.715957
13000,13000,13000,3.138279,1400.130484
13000,13000,13000,3.159064,1390.918245
13000,13000,13000,3.172174,1385.170068
13000,13000,13000,3.173810,1384.455767
13000,13000,13000,3.156831,1391.902408
13000,13000,13000,3.188621,1378.025110
13000,13000,13000,3.097729,1418.458673
13000,13000,13000,3.151039,1394.460799
13000,13000,13000,3.116910,1409.729351
14000,14000,14000,3.849206,1425.748420
14000,14000,14000,3.911939,1402.884792
14000,14000,14000,3.862591,1420.807917
14000,14000,14000,3.887779,1411.602790
14000,14000,14000,3.863600,1420.436720
14000,14000,14000,3.894148,1409.294262
14000,14000,14000,3.896013,1408.619574
14000,14000,14000,3.950099,1389.332262
14000,14000,14000,3.826364,1434.259854
14000,14000,14000,3.853069,1424.319305
15000,15000,15000,4.814955,1401.882248
15000,15000,15000,4.868683,1386.411996
15000,15000,15000,4.811675,1402.837982
15000,15000,15000,4.801523,1405.803804
15000,15000,15000,4.827487,1398.243023
15000,15000,15000,4.822839,1399.590581
15000,15000,15000,4.925643,1370.379535
15000,15000,15000,4.736065,1425.233760
15000,15000,15000,4.792625,1408.413826
15000,15000,15000,4.813573,1402.284711
16000,16000,16000,5.851433,1399.998941
16000,16000,16000,5.897071,1389.164112
16000,16000,16000,5.862939,1397.251521
16000,16000,16000,5.959621,1374.583958
16000,16000,16000,5.869688,1395.644990
16000,16000,16000,6.126661,1337.106806
16000,16000,16000,5.862454,1397.366948
16000,16000,16000,5.841562,1402.364547
16000,16000,16000,6.033632,1357.722891
16000,16000,16000,5.865760,1396.579463
17000,17000,17000,6.961104,1411.557648
17000,17000,17000,7.023824,1398.953004
17000,17000,17000,6.922255,1419.479629
17000,17000,17000,6.906048,1422.810749
17000,17000,17000,6.864872,1431.344973
17000,17000,17000,7.073420,1389.144172
17000,17000,17000,6.865302,1431.255306
17000,17000,17000,7.016439,1400.425409
17000,17000,17000,6.882246,1427.731635
17000,17000,17000,6.909598,1422.079801
18000,18000,18000,8.265790,1411.117319
18000,18000,18000,8.252608,1413.371339
18000,18000,18000,8.245036,1414.669408
18000,18000,18000,8.398154,1388.876639
18000,18000,18000,8.248976,1413.993663
18000,18000,18000,8.184596,1425.116198
18000,18000,18000,8.268685,1410.623396
18000,18000,18000,8.255333,1412.904889
18000,18000,18000,8.256958,1412.626855
18000,18000,18000,8.242380,1415.125261
19000,19000,19000,9.771647,1403.857554
19000,19000,19000,9.710338,1412.721199
19000,19000,19000,9.695352,1414.904734
19000,19000,19000,9.748210,1407.232784
19000,19000,19000,9.658511,1420.301714
19000,19000,19000,9.788700,1401.411894
19000,19000,19000,9.745321,1407.649849
19000,19000,19000,9.725265,1410.552797
19000,19000,19000,9.749504,1407.045977
19000,19000,19000,9.769054,1404.230139
20000,20000,20000,11.337058,1411.300929
20000,20000,20000,11.233556,1424.304156
20000,20000,20000,11.560156,1384.064349
20000,20000,20000,11.485715,1393.034793
20000,20000,20000,11.355928,1408.955779
20000,20000,20000,11.386688,1405.149634
20000,20000,20000,11.290667,1417.099621
20000,20000,20000,11.254367,1421.670374
20000,20000,20000,11.383415,1405.553621
20000,20000,20000,11.402480,1403.203525
