m,k,n,time,GFLOPS
16000,16000,16000,10.127807,808.862177
16000,16000,16000,10.247941,799.380096
16000,16000,16000,10.127041,808.923337
16000,16000,16000,10.349864,791.507975
17000,17000,17000,12.251271,802.039205
17000,17000,17000,12.205263,805.062520
17000,17000,17000,12.792599,768.100378
17000,17000,17000,12.496981,786.269918
17000,17000,17000,12.552939,782.764879
17000,17000,17000,12.461321,788.519936
17000,17000,17000,12.531419,784.109155
17000,17000,17000,12.683978,774.678100
17000,17000,17000,12.954506,758.500569
17000,17000,17000,12.706728,773.291150
18000,18000,18000,14.295610,815.914829
18000,18000,18000,14.397674,810.130842
18000,18000,18000,14.298891,815.727577
18000,18000,18000,14.388359,810.655349
18000,18000,18000,14.297519,815.805859
18000,18000,18000,15.038203,775.624582
18000,18000,18000,14.297308,815.817926
18000,18000,18000,14.966734,779.328349
18000,18000,18000,14.463576,806.439580
18000,18000,18000,14.421066,808.816763
19000,19000,19000,17.301472,792.880510
19000,19000,19000,16.859725,813.655024
19000,19000,19000,17.825021,769.592353
19000,19000,19000,16.872857,813.021764
19000,19000,19000,17.665170,776.556367
19000,19000,19000,16.870281,813.145897
19000,19000,19000,17.180145,798.479850
19000,19000,19000,16.870766,813.122527
19000,19000,19000,17.224559,796.420972
19000,19000,19000,16.870731,813.124228
20000,20000,20000,19.955464,801.785435
20000,20000,20000,19.676078,813.170203
20000,20000,20000,19.714399,811.589526
20000,20000,20000,19.682436,812.907520
20000,20000,20000,20.213012,791.569309
20000,20000,20000,19.673085,813.293917
20000,20000,20000,20.623584,775.810820
20000,20000,20000,19.678469,813.071385
20000,20000,20000,20.409798,783.937203
20000,20000,20000,19.712802,811.655285
