size,cores,time
10000,1,1.037806
10000,1,1.038848
10000,1,1.039297
10000,1,1.038801
10000,1,1.039117
14142,2,0.008490
14142,2,0.025688
14142,2,0.008273
14142,2,0.027811
14142,2,0.008628
17321,3,0.008516
17321,3,0.025555
17321,3,0.012205
17321,3,0.008720
17321,3,0.012249
20000,4,0.008447
20000,4,0.010696
20000,4,0.016661
20000,4,0.007013
20000,4,0.015500
22361,5,0.026786
22361,5,0.017658
22361,5,0.007838
22361,5,0.024990
22361,5,0.017933
